Switch;ID_Object;Nbr;IP;ID_Ring;ID_Equipment;Serial;MAC;ID_VLAN;ID_SFP ‰Îˇ 25 ÔÓÚ‡;ID_SFP ‰Îˇ 26 ÔÓÚ‡;InService;ID_TipPort ‰Îˇ 25 ÔÓÚ‡;ID_TipPort ‰Îˇ 26 ÔÓÚ‡;Switch ‰Îˇ LLDP 25 ÔÓÚ‡;Switch ‰Îˇ LLDP 26 ÔÓÚ‡;Proverka_NameSwitch;Data_oprosa_LLDP;Nomer_v_kolce;Port_na_DS;Port_DS_des
MDU_ZAP00056_2082_1;MDU_ZAP00056_2082;1;10.201.56.52;208;Huawei Quidway S2326;21023513666TC4006208;e024-7f19-e06c;5;;;»—“»Õ¿;F;C;MDU_ZAP00056_2081_1;MDU_ZAP00056_2082_2;MDU_ZAP00056_2082_1;06.02.2015;3;;
MDU_ZAP00056_2082_2;MDU_ZAP00056_2082;2;10.201.56.54;208;Huawei Quidway S2326;21023513666TCB007252;1047-800e-e476;7;;;»—“»Õ¿;F;C;ds4-zap6;MDU_ZAP00056_2082_1;MDU_ZAP00056_2082_2;06.02.2015;4;1;300
MDU_ZAP00056_2091_1;MDU_ZAP00056_2091;1;10.201.56.56;209;Alcatel 6224;J088F153;00:12:cf:84:64:c0;1;;;»—“»Õ¿;F;C;MDU_ZAP00056_2092_2;MDU_ZAP00056_2091_2;MDU_ZAP00056_2091_1;06.02.2015;2;;
MDU_ZAP00056_2091_2;MDU_ZAP00056_2091;2;10.201.56.79;209;Huawei Quidway S2326;21023513666TC3001848;4cb1-6c7f-66e5;8;;;»—“»Õ¿;F;C;ds3-zap6;MDU_ZAP00056_2091_1;MDU_ZAP00056_2091_2;06.02.2015;1;1;_36
MDU_ZAP00056_2092_1;MDU_ZAP00056_2092;1;10.201.56.57;209;Alcatel 6224;J088C338;00:12:cf:84:a5:00;2;;;»—“»Õ¿;F;C;ds4-zap6;MDU_ZAP00056_2092_2;MDU_ZAP00056_2092_1;06.02.2015;4;g1;_36
MDU_ZAP00056_2092_2;MDU_ZAP00056_2092;2;10.201.56.61;209;Huawei Quidway S2326;21023513666TB1011883;781d-ba84-b166;6;;;»—“»Õ¿;F;C;MDU_ZAP00056_2091_1;MDU_ZAP00056_2092_1;MDU_ZAP00056_2092_2;06.02.2015;3;;
MDU_ZAP00056_2101_1;MDU_ZAP00056_2101;1;10.201.56.58;210;Alcatel 6224;J158A444;00:12:cf:8f:aa:60;3;;;»—“»Õ¿;F;C;MDU_ZAP00056_2102_2;MDU_ZAP00056_2101_2;MDU_ZAP00056_2101_1;06.02.2015;2;;
MDU_ZAP00056_2101_2;MDU_ZAP00056_2101;2;10.201.56.81;210;Huawei Quidway S2326;21023513666TCB009989;1047-8010-15e0;1;;;»—“»Õ¿;F;C;ds3-zap6;MDU_ZAP00056_2101_1;MDU_ZAP00056_2101_2;06.02.2015;1;1;202
MDU_ZAP00056_2102_1;MDU_ZAP00056_2102;1;10.201.56.59;210;Alcatel 6224;J158A326;00:12:cf:8f:a5:00;4;;;»—“»Õ¿;F;C;MDU_ZAP00056_2103_1;MDU_ZAP00056_2102_2;MDU_ZAP00056_2102_1;06.02.2015;4;;
MDU_ZAP00056_2102_2;MDU_ZAP00056_2102;2;10.201.56.88;210;Huawei Quidway S2326;2102351366DME7000724;04f9-38c8-4812;6;;;»—“»Õ¿;F;C;MDU_ZAP00056_2101_1;MDU_ZAP00056_2102_1;MDU_ZAP00056_2102_2;06.02.2015;3;;
MDU_ZAP00056_2103_1;MDU_ZAP00056_2103;1;10.201.56.60;210;D-Link DES-3028;P1CV2A4008563;1C-AF-F7-75-FD-D6;5;;;»—“»Õ¿;F;C;MDU_ZAP00056_2102_1;MDU_ZAP00056_2103_2;MDU_ZAP00056_2103_1;06.02.2015;5;;
MDU_ZAP00056_2103_2;MDU_ZAP00056_2103;2;10.201.56.62;210;D-Link DES-3200-26;PVHQ1A9001050;F0-7D-68-30-F0-E0;7;;;»—“»Õ¿;F;C;ds4-zap6;MDU_ZAP00056_2103_1;MDU_ZAP00056_2103_2;06.02.2015;6;25;202
MDU_ZAP00056_2111_1;MDU_ZAP00056_2111;1;10.201.56.63;211;Huawei Quidway S2326;21023513666TB7012408;80fb-0669-7572;1;;;»—“»Õ¿;F;C;MDU_ZAP00056_2112_1;MDU_ZAP00056_2111_2;MDU_ZAP00056_2111_1;06.02.2015;2;;
MDU_ZAP00056_2111_2;MDU_ZAP00056_2111;2;10.201.56.71;211;Huawei Quidway S2326;21023513666TB6003418;0819-a6e0-58a9;9;;;»—“»Õ¿;F;C;ds3-zap6;MDU_ZAP00056_2111_1;MDU_ZAP00056_2111_2;06.02.2015;1;1;203
MDU_ZAP00056_2112_1;MDU_ZAP00056_2112;1;10.201.56.64;211;Huawei Quidway S2326;21023513666TB7012443;80fb-0669-7595;2;;;»—“»Õ¿;F;F;MDU_ZAP00056_2113_1;MDU_ZAP00056_2111_1;MDU_ZAP00056_2112_1;06.02.2015;3;;
MDU_ZAP00056_2113_1;MDU_ZAP00056_2113;1;10.201.56.65;211;Huawei Quidway S2326;21023513666TB8003908;80fb-06cc-74dc;3;;;»—“»Õ¿;F;F;MDU_ZAP00056_2112_1;ds4-zap6;MDU_ZAP00056_2113_1;06.02.2015;4;2;203
MDU_ZAP00056_2121_1;MDU_ZAP00056_2121;1;10.201.56.66;212;Huawei Quidway S2326;21023513666TB7014352;80fb-066c-2688;4;;;»—“»Õ¿;F;C;MDU_ZAP00056_2122_2;MDU_ZAP00056_2121_2;MDU_ZAP00056_2121_1;06.02.2015;2;;
MDU_ZAP00056_2121_2;MDU_ZAP00056_2121;2;10.201.56.80;212;Huawei Quidway S2326;21023513666TB9007628;5489-98af-3c48;10;;;»—“»Õ¿;F;C;ds3-zap6;MDU_ZAP00056_2121_1;MDU_ZAP00056_2121_2;06.02.2015;1;1;204
MDU_ZAP00056_2122_1;MDU_ZAP00056_2122;1;10.201.56.67;212;Huawei Quidway S2326;21023513666TB6003422;0819-a6e0-58ad;5;;;»—“»Õ¿;F;C;MDU_ZAP00056_2123_2;MDU_ZAP00056_2122_2;MDU_ZAP00056_2122_1;06.02.2015;4;;
MDU_ZAP00056_2122_2;MDU_ZAP00056_2122;2;10.201.56.69;212;D-Link DES-3028;;00-22-B0-50-66-5C;7;;;»—“»Õ¿;F;C;MDU_ZAP00056_2121_1;MDU_ZAP00056_2122_1;MDU_ZAP00056_2122_2;06.02.2015;3;;
MDU_ZAP00056_2123_1;MDU_ZAP00056_2123;1;10.201.56.68;212;Huawei Quidway S2326;21023513666TB7014371;80fb-066c-24b0;6;;;»—“»Õ¿;F;C;ds4-zap6;MDU_ZAP00056_2123_2;MDU_ZAP00056_2123_1;06.02.2015;6;1;204
MDU_ZAP00056_2123_2;MDU_ZAP00056_2123;2;10.201.56.70;212;D-Link DES-3028;;00-22-B0-57-06-99;8;;;»—“»Õ¿;F;C;MDU_ZAP00056_2122_1;MDU_ZAP00056_2123_1;MDU_ZAP00056_2123_2;06.02.2015;5;;
MDU_ZAP00057_1001_1;MDU_ZAP00057_1001;1;10.201.57.1;100;D-Link DES-3028;J098C380;00-22-B0-57-06-A2;1;;;»—“»Õ¿;F;C;ds3-zap19;MDU_ZAP00057_1001_2;MDU_ZAP00057_1001_1;06.02.2015;1;25;100
MDU_ZAP00057_1001_2;MDU_ZAP00057_1001;2;10.201.57.91;100;Huawei Quidway S2326;21023513666TCB006515;1047-800e-e195;11;;;»—“»Õ¿;F;C;MDU_ZAP00057_1002_1;MDU_ZAP00057_1001_1;MDU_ZAP00057_1001_2;06.02.2015;2;;
MDU_ZAP00057_1002_1;MDU_ZAP00057_1002;1;10.201.57.2;100;Huawei Quidway S2326;21023513666TC3001838;4cb1-6c7f-3d6d;2;;;»—“»Õ¿;F;C;MDU_ZAP00057_1001_2;MDU_ZAP00057_1002_2;MDU_ZAP00057_1002_1;06.02.2015;3;;
MDU_ZAP00057_1002_2;MDU_ZAP00057_1002;2;10.201.57.83;100;Huawei Quidway S2326;21023513666TC3001829;4cb1-6c7f-3d4c;9;;;»—“»Õ¿;F;C;MDU_ZAP00057_1003_3;MDU_ZAP00057_1002_1;MDU_ZAP00057_1002_2;06.02.2015;4;;
MDU_ZAP00057_1003_1;MDU_ZAP00057_1003;1;10.201.57.3;100;Huawei Quidway S2326;21023513666TC3001841;4cb1-6c7f-66df;3;;;»—“»Õ¿;C;C;MDU_ZAP00057_1003_3;MDU_ZAP00057_1003_2;MDU_ZAP00057_1003_1;06.02.2015;6;;_10
MDU_ZAP00057_1003_2;MDU_ZAP00057_1003;2;10.201.57.8;100;D-Link DES-3028;P1CV2A4008550;1C-AF-F7-75-FD-90;8;;;»—“»Õ¿;F;C;ds4-zap19;MDU_ZAP00057_1003_1;MDU_ZAP00057_1003_2;06.02.2015;7;25;_10
MDU_ZAP00057_1003_3;MDU_ZAP00057_1003;3;10.201.57.104;100;Huawei Quidway S2326;2102351366DME7001366;04f9-38c8-4b5d;7;;;»—“»Õ¿;F;C;MDU_ZAP00057_1002_2;MDU_ZAP00057_1003_1;MDU_ZAP00057_1003_3;06.02.2015;5;;
MDU_ZAP00057_1011_1;MDU_ZAP00057_1011;1;10.201.57.4;101;D-Link DES-3028;P1CV2A4008553;1C-AF-F7-75-FC-F1;4;;;»—“»Õ¿;F;C;MDU_ZAP00057_1012_1;MDU_ZAP00057_1011_2;MDU_ZAP00057_1011_1;06.02.2015;2;;101
MDU_ZAP00057_1011_2;MDU_ZAP00057_1011;2;10.201.57.103;101;Alcatel 6224;J098B459;00:12:cf:87:3a:c0;1;;;»—“»Õ¿;C;F;MDU_ZAP00057_1011_1;ds3-zap19;MDU_ZAP00057_1011_2;06.02.2015;1;g2;101
MDU_ZAP00057_1012_1;MDU_ZAP00057_1012;1;10.201.57.5;101;D-Link DES-3028;P1CV2A4008576;1C-AF-F7-75-FC-D6;5;;;»—“»Õ¿;C;F;MDU_ZAP00057_1012_2;MDU_ZAP00057_1011_1;MDU_ZAP00057_1012_1;06.02.2015;3;;
MDU_ZAP00057_1012_2;MDU_ZAP00057_1012;2;10.201.57.89;101;Huawei Quidway S2326;21023513666TCB009620;1047-8010-146f;2;;;»—“»Õ¿;C;F;MDU_ZAP00057_1012_1;MDU_ZAP00057_1013_2;MDU_ZAP00057_1012_2;06.02.2015;4;;
MDU_ZAP00057_1013_1;MDU_ZAP00057_1013;1;10.201.57.6;101;Huawei Quidway S2326;21023513666TC3001817;4cb1-6c7f-66cd;6;;;»—“»Õ¿;C;C;MDU_ZAP00057_1013_3;MDU_ZAP00057_1013_2;MDU_ZAP00057_1013_1;06.02.2015;6;1;_11
MDU_ZAP00057_1013_2;MDU_ZAP00057_1013;2;10.201.57.7;101;D-Link DES-3200-28;PVI41A5000692;1C-BD-B9-63-67-C0;7;;;»—“»Õ¿;F;C;MDU_ZAP00057_1012_2;MDU_ZAP00057_1013_1;MDU_ZAP00057_1013_2;06.02.2015;5;;
MDU_ZAP00057_1013_3;MDU_ZAP00057_1013;3;10.201.57.107;101;Huawei Quidway S2326;2102351366DME7010804;04f9-38d0-2558;3;;;»—“»Õ¿;F;C;ds4-zap19;MDU_ZAP00057_1013_1;MDU_ZAP00057_1013_3;06.02.2015;7;;
MDU_ZAP00057_1021_1;MDU_ZAP00057_1021;1;10.201.57.9;102;Huawei Quidway S2326;21023513666TD1001263;1047-8030-f85b;1;;;»—“»Õ¿;F;F;ds3-zap19;MDU_ZAP00057_1022_1;MDU_ZAP00057_1021_1;06.02.2015;1;1;102
MDU_ZAP00057_1022_1;MDU_ZAP00057_1022;1;10.201.57.10;102;Huawei Quidway S2326;21023513666TD1000537;1047-8030-1bf2;2;;;»—“»Õ¿;F;F;MDU_ZAP00057_1024_2;MDU_ZAP00057_1021_1;MDU_ZAP00057_1022_1;06.02.2015;2;;
MDU_ZAP00057_1023_1;MDU_ZAP00057_1023;1;10.201.57.11;102;Huawei Quidway S2326;21023513666TD2000973;dcd2-fc5c-c28b;3;;;»—“»Õ¿;F;F;MDU_ZAP00057_1024_1;MDU_ZAP00057_1025_1;MDU_ZAP00057_1023_1;06.02.2015;5;;
MDU_ZAP00057_1024_1;MDU_ZAP00057_1024;1;10.201.57.12;102;Huawei Quidway S2326;21023513666TD1001636;1047-8031-2f0e;4;;;»—“»Õ¿;F;C;MDU_ZAP00057_1023_1;MDU_ZAP00057_1024_2;MDU_ZAP00057_1024_1;06.02.2015;4;;
MDU_ZAP00057_1024_2;MDU_ZAP00057_1024;2;10.201.57.98;102;Huawei Quidway S2326;21023513666TC7002807;0046-4bc9-8940;9;;;»—“»Õ¿;F;C;MDU_ZAP00057_1022_1;MDU_ZAP00057_1024_1;MDU_ZAP00057_1024_2;06.02.2015;3;;
MDU_ZAP00057_1025_1;MDU_ZAP00057_1025;1;10.201.57.13;102;Huawei Quidway S2326;21023513666TD2001259;dcd2-fc5c-c3a9;5;;;»—“»Õ¿;F;F;MDU_ZAP00057_1026_1;MDU_ZAP00057_1023_1;MDU_ZAP00057_1025_1;06.02.2015;6;;
MDU_ZAP00057_1026_1;MDU_ZAP00057_1026;1;10.201.57.14;102;Huawei Quidway S2326;21023513666TCB008858;1047-8010-1175;6;;;»—“»Õ¿;F;F;MDU_ZAP00057_1027_1;MDU_ZAP00057_1025_1;MDU_ZAP00057_1026_1;06.02.2015;7;;
MDU_ZAP00057_1027_1;MDU_ZAP00057_1027;1;10.201.57.15;102;Huawei Quidway S2326;21023513666TD3000886;dcd2-fc6b-cb7c;7;;;»—“»Õ¿;F;C;MDU_ZAP00057_1026_1;MDU_ZAP00057_1027_2;MDU_ZAP00057_1027_1;06.02.2015;8;;
MDU_ZAP00057_1027_2;MDU_ZAP00057_1027;2;10.201.57.90;102;Huawei Quidway S2326;21023513666TCB009947;1047-8010-15b6;8;;;»—“»Õ¿;F;C;ds4-zap19;MDU_ZAP00057_1027_1;MDU_ZAP00057_1027_2;06.02.2015;9;1;_12
MDU_ZAP00057_1031_1;MDU_ZAP00057_1031;1;10.201.57.16;103;Huawei Quidway S2326;21023513666TB8005916;80fb-06cf-ab1a;1;;;»—“»Õ¿;F;C;MDU_ZAP00057_1032_3;MDU_ZAP00057_1031_2;MDU_ZAP00057_1031_1;06.02.2015;2;;
MDU_ZAP00057_1031_2;MDU_ZAP00057_1031;2;10.201.57.99;103;Huawei Quidway S2326;21023513666TC7002863;0046-4bc9-8978;4;;;»—“»Õ¿;F;C;ds3-zap19;MDU_ZAP00057_1031_1;MDU_ZAP00057_1031_2;06.02.2015;1;1;103
MDU_ZAP00057_1032_1;MDU_ZAP00057_1032;1;10.201.57.17;103;Huawei Quidway S2326;21023513666TB7016082;80fb-066e-73ab;2;;;»—“»Õ¿;C;F;MDU_ZAP00057_1032_2;MDU_ZAP00057_1033_2;MDU_ZAP00057_1032_1;06.02.2015;5;;
MDU_ZAP00057_1032_2;MDU_ZAP00057_1032;2;10.201.57.27;103;D-Link DES-3028;P1CV2A4008539;1C-AF-F7-75-FC-8E;12;;;»—“»Õ¿;C;C;MDU_ZAP00057_1032_3;MDU_ZAP00057_1032_1;MDU_ZAP00057_1032_2;06.02.2015;4;;
MDU_ZAP00057_1032_3;MDU_ZAP00057_1032;3;10.201.57.86;103;D-Link DES-3200-26;PVHQ1A9001942;F0-7D-68-31-2B-E0;17;;;»—“»Õ¿;F;C;MDU_ZAP00057_1031_1;MDU_ZAP00057_1032_2;MDU_ZAP00057_1032_3;06.02.2015;3;;
MDU_ZAP00057_1033_1;MDU_ZAP00057_1033;1;10.201.57.18;103;Huawei Quidway S2326;21023513666TB7014386;80fb-066c-24bf;3;;;»—“»Õ¿;F;C;ds4-zap19;MDU_ZAP00057_1033_2;MDU_ZAP00057_1033_1;06.02.2015;7;1;_13
MDU_ZAP00057_1033_2;MDU_ZAP00057_1033;2;10.201.57.79;103;Huawei Quidway S2326;21023513666TC3000269;4cb1-6c7d-8d6b;16;;;»—“»Õ¿;F;C;MDU_ZAP00057_1032_1;MDU_ZAP00057_1033_1;MDU_ZAP00057_1033_2;06.02.2015;6;;
MDU_ZAP00057_1041_1;MDU_ZAP00057_1041;1;10.201.57.19;104;Huawei Quidway S2326;21023513666TB7014390;80fb-066c-24c3;4;;;»—“»Õ¿;F;C;ds3-zap19;MDU_ZAP00057_1041_2;MDU_ZAP00057_1041_1;06.02.2015;1;1;104
MDU_ZAP00057_1041_2;MDU_ZAP00057_1041;2;10.201.57.28;104;D-Link DES-3200-26;PVHQ1A7011940;1C-BD-B9-EC-10-80;13;;;»—“»Õ¿;F;C;MDU_ZAP00057_1042_3;MDU_ZAP00057_1041_1;MDU_ZAP00057_1041_2;06.02.2015;2;;
MDU_ZAP00057_1042_1;MDU_ZAP00057_1042;1;10.201.57.20;104;Huawei Quidway S2326;21023513666TB8005344;80fb-06cf-ac89;5;;;»—“»Õ¿;F;C;MDU_ZAP00057_1043_2;MDU_ZAP00057_1042_2;MDU_ZAP00057_1042_1;06.02.2015;5;;
MDU_ZAP00057_1042_2;MDU_ZAP00057_1042;2;10.201.57.23;104;Huawei Quidway S2326;21023513666TB8005366;80fb-06cf-ac9f;8;;;»—“»Õ¿;C;C;MDU_ZAP00057_1042_3;MDU_ZAP00057_1042_1;MDU_ZAP00057_1042_2;06.02.2015;4;;
MDU_ZAP00057_1042_3;MDU_ZAP00057_1042;3;10.201.57.88;104;Huawei Quidway S2326;2102351366DME7009749;04f9-38d0-1ef5;1;;;»—“»Õ¿;F;C;MDU_ZAP00057_1041_2;MDU_ZAP00057_1042_2;MDU_ZAP00057_1042_3;06.02.2015;3;;
MDU_ZAP00057_1043_1;MDU_ZAP00057_1043;1;10.201.57.21;104;Huawei Quidway S2326;21023513666TB7014348;80fb-066c-2684;6;;;»—“»Õ¿;F;C;ds4-zap19;MDU_ZAP00057_1043_2;MDU_ZAP00057_1043_1;06.02.2015;7;1;_14
MDU_ZAP00057_1043_2;MDU_ZAP00057_1043;2;10.201.57.76;104;Huawei Quidway S2326;21023513666TB7004298;80fb-065a-5a59;14;;;»—“»Õ¿;F;C;MDU_ZAP00057_1042_1;MDU_ZAP00057_1043_1;MDU_ZAP00057_1043_2;06.02.2015;6;;
MDU_ZAP00057_1051_1;MDU_ZAP00057_1051;1;10.201.57.22;105;Huawei Quidway S2326;21023513666TB7016085;80fb-066e-73ae;7;;;»—“»Õ¿;C;C;MDU_ZAP00057_1051_3;MDU_ZAP00057_1051_2;MDU_ZAP00057_1051_1;06.02.2015;2;;
MDU_ZAP00057_1051_2;MDU_ZAP00057_1051;2;10.201.57.24;105;Huawei Quidway S2326;21023513666TB6003450;0819-a6e0-58c9;9;;;»—“»Õ¿;F;C;ds4-zap19;MDU_ZAP00057_1051_1;MDU_ZAP00057_1051_2;06.02.2015;1;1;_15
MDU_ZAP00057_1051_3;MDU_ZAP00057_1051;3;10.201.57.93;105;Huawei Quidway S2326;21023513666TD1001281;1047-8030-f86d;19;;;»—“»Õ¿;F;C;MDU_ZAP00057_1052_1;MDU_ZAP00057_1051_1;MDU_ZAP00057_1051_3;06.02.2015;3;;
MDU_ZAP00057_1053_1;MDU_ZAP00057_1053;1;10.201.57.25;105;D-Link DES-3028;;00-21-91-92-E1-36;10;;;»—“»Õ¿;F;C;ds3-zap19;MDU_ZAP00057_1053_2;MDU_ZAP00057_1053_1;06.02.2015;6;25;105
MDU_ZAP00057_1053_2;MDU_ZAP00057_1053;2;10.201.57.77;105;Huawei Quidway S2326;21023513666TB7015008;80fb-066b-bef4;15;;;»—“»Õ¿;C;F;MDU_ZAP00057_1053_1;MDU_ZAP00057_1052_1;MDU_ZAP00057_1053_2;06.02.2015;5;;
MDU_ZAP00057_1052_1;MDU_ZAP00057_1052;1;10.201.57.26;105;D-Link DES-3028;;00-21-91-92-E2-58;11;;;»—“»Õ¿;F;F;MDU_ZAP00057_1053_2;MDU_ZAP00057_1051_3;MDU_ZAP00057_1052_1;06.02.2015;4;;
MDU_ZAP00057_1061_1;MDU_ZAP00057_1061;1;10.201.57.29;106;Huawei Quidway S2326;21023513666TB7014410;80fb-066c-24d7;1;;;»—“»Õ¿;F;C;ds3-zap19;MDU_ZAP00057_1061_2;MDU_ZAP00057_1061_1;06.02.2015;1;1;106
MDU_ZAP00057_1061_2;MDU_ZAP00057_1061;2;10.201.57.34;106;Huawei Quidway S2326;21023513666TB6005183;0819-a6da-067c;6;;;»—“»Õ¿;C;C;MDU_ZAP00057_1061_3;MDU_ZAP00057_1061_1;MDU_ZAP00057_1061_2;06.02.2015;2;;
MDU_ZAP00057_1061_3;MDU_ZAP00057_1061;3;10.201.57.96;106;Huawei Quidway S2326;21023513666TD1001016;1047-8030-f764;11;;;»—“»Õ¿;F;C;MDU_ZAP00057_1062_3;MDU_ZAP00057_1061_2;MDU_ZAP00057_1061_3;06.02.2015;3;;
MDU_ZAP00057_1062_1;MDU_ZAP00057_1062;1;10.201.57.30;106;Huawei Quidway S2326;21023513666TB6003448;0819-a6e0-58c7;2;;;»—“»Õ¿;C;C;MDU_ZAP00057_1062_3;MDU_ZAP00057_1062_2;MDU_ZAP00057_1062_1;06.02.2015;5;;
MDU_ZAP00057_1062_2;MDU_ZAP00057_1062;2;10.201.57.36;106;Huawei Quidway S2326;21023513666TB8005396;80fb-06cf-acbd;8;;;»—“»Õ¿;F;C;ds4-zap19;MDU_ZAP00057_1062_1;MDU_ZAP00057_1062_2;06.02.2015;6;1;_16
MDU_ZAP00057_1062_3;MDU_ZAP00057_1062;3;10.201.57.105;106;Alcatel 6224;J138A551;00:12:cf:8b:13:c0;3;;;»—“»Õ¿;C;F;MDU_ZAP00057_1062_1;MDU_ZAP00057_1061_3;MDU_ZAP00057_1062_3;06.02.2015;4;;
MDU_ZAP00057_1071_1;MDU_ZAP00057_1071;1;10.201.57.31;107;Huawei Quidway S2326;21023513666TB7006696;80fb-0665-cc22;3;;;»—“»Õ¿;F;C;MDU_ZAP00057_1072_1;MDU_ZAP00057_1071_2;MDU_ZAP00057_1071_1;06.02.2015;2;;
MDU_ZAP00057_1071_2;MDU_ZAP00057_1071;2;10.201.57.38;107;Huawei Quidway S2326;21023513666TB7006730;80fb-0665-cc44;10;;;»—“»Õ¿;F;C;ds3-zap19;MDU_ZAP00057_1071_1;MDU_ZAP00057_1071_2;06.02.2015;1;1;107
MDU_ZAP00057_1072_1;MDU_ZAP00057_1072;1;10.201.57.32;107;Huawei Quidway S2326;21023513666TB8005378;80fb-06cf-acab;4;;;»—“»Õ¿;F;C;MDU_ZAP00057_1071_1;MDU_ZAP00057_1072_2;MDU_ZAP00057_1072_1;06.02.2015;3;;
MDU_ZAP00057_1072_2;MDU_ZAP00057_1072;2;10.201.57.35;107;Huawei Quidway S2326;21023513666TB8005392;80fb-06cf-acb9;7;;;»—“»Õ¿;F;C;MDU_ZAP00057_1073_2;MDU_ZAP00057_1072_1;MDU_ZAP00057_1072_2;06.02.2015;4;;
MDU_ZAP00057_1073_1;MDU_ZAP00057_1073;1;10.201.57.33;107;Huawei Quidway S2326;21023513666TB7016110;80fb-066e-73c7;5;;;»—“»Õ¿;F;C;ds4-zap19;MDU_ZAP00057_1073_2;MDU_ZAP00057_1073_1;06.02.2015;6;1;_17
MDU_ZAP00057_1073_2;MDU_ZAP00057_1073;2;10.201.57.37;107;Huawei Quidway S2326;21023513666TB6003430;0819-a6e0-58b5;9;;;»—“»Õ¿;F;C;MDU_ZAP00057_1072_2;MDU_ZAP00057_1073_1;MDU_ZAP00057_1073_2;06.02.2015;5;;
MDU_ZAP00057_1081_1;MDU_ZAP00057_1081;1;10.201.57.39;108;Huawei Quidway S2326;21023513666TC3000591;4cb1-6c7d-840b;1;;;»—“»Õ¿;F;C;MDU_ZAP00057_1082_2;MDU_ZAP00057_1081_2;MDU_ZAP00057_1081_1;06.02.2015;2;;
MDU_ZAP00057_1081_2;MDU_ZAP00057_1081;2;10.201.57.100;108;Huawei Quidway S2326;21023513666TD2001712;dcd2-fc64-d3d6;9;;;»—“»Õ¿;F;C;ds3-zap19;MDU_ZAP00057_1081_1;MDU_ZAP00057_1081_2;06.02.2015;1;1;108
MDU_ZAP00057_1082_1;MDU_ZAP00057_1082;1;10.201.57.40;108;Huawei Quidway S2326;21023513666TD3000774;dcd2-fc6b-cb0c;2;;;»—“»Õ¿;F;C;MDU_ZAP00057_1083_2;MDU_ZAP00057_1082_2;MDU_ZAP00057_1082_1;06.02.2015;4;;
MDU_ZAP00057_1082_2;MDU_ZAP00057_1082;2;10.201.57.87;108;Huawei Quidway S2326;21023513666TCB009979;1047-8010-15d6;7;;;»—“»Õ¿;F;C;MDU_ZAP00057_1081_1;MDU_ZAP00057_1082_1;MDU_ZAP00057_1082_2;05.02.2015;3;;
MDU_ZAP00057_1083_1;MDU_ZAP00057_1083;1;10.201.57.41;108;Huawei Quidway S2326;21023513666TB1026545;781d-baad-d793;3;;;»—“»Õ¿;F;C;MDU_ZAP00057_1084_2;MDU_ZAP00057_1083_2;MDU_ZAP00057_1083_1;05.02.2015;6;;
MDU_ZAP00057_1083_2;MDU_ZAP00057_1083;2;10.201.57.82;108;Huawei Quidway S2326;21023513666TC3001853;4cb1-6c7f-66ea;6;;;»—“»Õ¿;F;C;MDU_ZAP00057_1082_1;MDU_ZAP00057_1083_1;MDU_ZAP00057_1083_2;05.02.2015;5;;
MDU_ZAP00057_1084_1;MDU_ZAP00057_1084;1;10.201.57.42;108;Huawei Quidway S2326;21023513666TC4004930;e024-7f1a-5422;4;;;»—“»Õ¿;F;C;MDU_ZAP00057_1085_2;MDU_ZAP00057_1084_2;MDU_ZAP00057_1084_1;05.02.2015;8;;
MDU_ZAP00057_1084_2;MDU_ZAP00057_1084;2;10.201.57.106;108;Huawei Quidway S2326;2102351366DME7009323;04f9-38d0-1df1;10;;;»—“»Õ¿;F;C;MDU_ZAP00057_1083_1;MDU_ZAP00057_1084_1;MDU_ZAP00057_1084_2;05.02.2015;7;;
MDU_ZAP00057_1085_1;MDU_ZAP00057_1085;1;10.201.57.43;108;Huawei Quidway S2326;21023513666TD3000936;dcd2-fc6b-cbae;5;;;»—“»Õ¿;F;C;ds4-zap19;MDU_ZAP00057_1085_2;MDU_ZAP00057_1085_1;05.02.2015;10;1;_18
MDU_ZAP00057_1085_2;MDU_ZAP00057_1085;2;10.201.57.92;108;Huawei Quidway S2326;21023513666TCB006531;1047-800e-e1a5;8;;;»—“»Õ¿;F;C;MDU_ZAP00057_1084_1;MDU_ZAP00057_1085_1;MDU_ZAP00057_1085_2;05.02.2015;9;;
MDU_ZAP00057_2001_1;MDU_ZAP00057_2001;1;10.201.57.44;200;Alcatel 6224;J078B762;00:12:cf:82:db:c0;1;;;»—“»Õ¿;F;C;MDU_ZAP00057_2002_1;MDU_ZAP00057_2001_2;MDU_ZAP00057_2001_1;06.02.2015;2;;
MDU_ZAP00057_2001_2;MDU_ZAP00057_2001;2;10.201.57.85;200;D-Link DES-3200-26;PVHQ1A7011951;1C-BD-B9-EC-0F-E0;8;;;»—“»Õ¿;C;F;MDU_ZAP00057_2001_1;ds3-zap19;MDU_ZAP00057_2001_2;06.02.2015;1;26;200
MDU_ZAP00057_2002_1;MDU_ZAP00057_2002;1;10.201.57.45;200;Alcatel 6224;J078B250;00:12:cf:82:90:c0;2;;;»—“»Õ¿;C;F;MDU_ZAP00057_2002_2;MDU_ZAP00057_2001_1;MDU_ZAP00057_2002_1;06.02.2015;3;;
MDU_ZAP00057_2002_2;MDU_ZAP00057_2002;2;10.201.57.101;200;Alcatel 6224;J098A877;00:12:cf:86:bb:c0;5;;;»—“»Õ¿;F;C;MDU_ZAP00057_2003_2;MDU_ZAP00057_2002_1;MDU_ZAP00057_2002_2;06.02.2015;4;;
